model,feature,data_type,units,description,allowable,user_input_guidance
ResStock,in.weather_file_latitude,float,degrees,Latitude of location of weather file ,24.73|25.82|25.91|26.15|26.18|26.2|26.23|26.54|26.59|26.69|26.92|27.07|27.4|27.5|27.55|27.66|27.74|27.77|27.91|27.96|28.08|28.1|28.37|28.43|28.46|28.47|28.55|28.73|28.78|28.82|28.86|29.11|29.17|29.18|29.27|29.34|29.36|29.37|29.53|29.55|29.61|29.62|29.69|29.71|29.73|29.83|29.87|29.89|29.91|29.95|29.99|30.04|30.06|30.07|30.13|30.18|30.21|30.22|30.23|30.32|30.35|30.37|30.39|30.4|30.41|30.46|30.47|30.48|30.49|30.51|30.54|30.59|30.63|30.68|30.69|30.72|30.74|30.75|30.78|30.84|30.92|30.97|31.05|31.07|31.09|31.15|31.18|31.23|31.25|31.26|31.28|31.32|31.34|31.35|31.4|31.42|31.47|31.49|31.54|31.58|31.61|31.78|31.81|31.83|31.92|31.93|32.01|32.03|32.12|32.17|32.22|32.26|32.3|32.32|32.33|32.34|32.35|32.38|32.39|32.41|32.43|32.45|32.48|32.5|32.51|32.52|32.55|32.63|32.65|32.66|32.69|32.71|32.73|32.78|32.82|32.83|32.84|32.85|32.86|32.87|32.9|32.97|33.18|33.21|33.22|33.31|33.36|33.37|33.44|33.45|33.46|33.47|33.48|33.5|33.56|33.59|33.62|33.64|33.67|33.68|33.78|33.88|33.9|33.92|33.94|33.95|33.97|33.98|34.03|34.05|34.12|34.15|34.18|34.19|34.22|34.25|34.26|34.27|34.35|34.38|34.43|34.48|34.5|34.52|34.55|34.57|34.6|34.64|34.65|34.66|34.67|34.7|34.72|34.73|34.75|34.79|34.83|34.9|34.92|34.99|35.0|35.01|35.02|35.03|35.04|35.06|35.07|35.13|35.14|35.17|35.2|35.21|35.22|35.24|35.26|35.27|35.33|35.34|35.35|35.38|35.39|35.42|35.43|35.51|35.53|35.59|35.62|35.64|35.65|35.66|35.7|35.73|35.74|35.82|35.83|35.85|35.86|35.87|35.92|35.95|36.0|36.01|36.02|36.03|36.04|36.05|36.08|36.1|36.12|36.13|36.16|36.2|36.26|36.3|36.32|36.34|36.35|36.37|36.43|36.44|36.45|36.46|36.48|36.57|36.62|36.63|36.66|36.67|36.68|36.69|36.7|36.73|36.74|36.77|36.78|36.88|36.9|36.93|36.94|36.98|36.99|37.0|37.04|37.05|37.06|37.08|37.09|37.13|37.14|37.15|37.17|37.18|37.21|37.23|37.24|37.26|37.28|37.29|37.3|37.32|37.33|37.34|37.36|37.37|37.44|37.51|37.59|37.62|37.63|37.65|37.66|37.67|37.7|37.71|37.75|37.76|37.77|37.78|37.8|37.81|37.86|37.89|37.9|37.93|37.94|37.95|37.99|38.01|38.04|38.05|38.06|38.07|38.1|38.13|38.14|38.18|38.19|38.21|38.23|38.25|38.26|38.27|38.28|38.29|38.31|38.32|38.33|38.34|38.38|38.45|38.5|38.51|38.53|38.57|38.59|38.64|38.66|38.67|38.69|38.7|38.72|38.73|38.75|38.76|38.81|38.82|38.83|38.85|38.87|38.89|38.9|38.95|39.01|39.04|39.06|39.07|39.08|39.1|39.12|39.13|39.14|39.17|39.19|39.22|39.23|39.25|39.29|39.3|39.32|39.35|39.36|39.37|39.38|39.4|39.42|39.45|39.46|39.48|39.49|39.53|39.55|39.57|39.58|39.59|39.6|39.64|39.67|39.7|39.71|39.76|39.77|39.78|39.8|39.83|39.85|39.87|39.91|39.92|39.94|39.98|39.99|40.04|40.05|40.07|40.08|40.1|40.12|40.14|40.15|40.17|40.18|40.19|40.2|40.21|40.22|40.23|40.24|40.28|40.3|40.33|40.36|40.37|40.41|40.44|40.45|40.46|40.47|40.48|40.5|40.52|40.6|40.62|40.63|40.65|40.66|40.67|40.68|40.71|40.72|40.73|40.75|40.77|40.78|40.79|40.82|40.83|40.85|40.88|40.89|40.9|40.92|40.96|40.98|41.01|41.02|41.05|41.07|41.1|41.11|41.12|41.14|41.16|41.17|41.18|41.2|41.24|41.25|41.26|41.28|41.3|41.31|41.34|41.37|41.39|41.41|41.44|41.45|41.47|41.48|41.51|41.52|41.53|41.54|41.56|41.59|41.61|41.62|41.63|41.67|41.7|41.71|41.72|41.74|41.76|41.77|41.78|41.79|41.8|41.81|41.82|41.83|41.87|41.88|41.91|41.92|41.93|41.98|41.99|42.05|42.06|42.07|42.08|42.11|42.13|42.15|42.16|42.17|42.19|42.2|42.21|42.22|42.24|42.26|42.27|42.31|42.36|42.39|42.4|42.42|42.44|42.47|42.48|42.54|42.55|42.57|42.58|42.6|42.61|42.62|42.63|42.64|42.67|42.7|42.73|42.74|42.75|42.76|42.78|42.79|42.8|42.86|42.88|42.89|42.9|42.91|42.92|42.93|42.94|42.95|42.97|42.99|43.02|43.04|43.06|43.08|43.11|43.12|43.14|43.16|43.17|43.2|43.21|43.23|43.24|43.28|43.32|43.34|43.35|43.39|43.41|43.42|43.43|43.52|43.53|43.57|43.58|43.59|43.61|43.62|43.63|43.64|43.65|43.66|43.67|43.68|43.72|43.73|43.77|43.78|43.83|43.88|43.9|43.91|43.96|43.97|43.98|43.99|44.02|44.05|44.08|44.13|44.15|44.17|44.2|44.22|44.25|44.26|44.27|44.28|44.3|44.32|44.34|44.36|44.37|44.38|44.39|44.44|44.45|44.47|44.5|44.51|44.52|44.53|44.55|44.58|44.59|44.61|44.62|44.64|44.65|44.74|44.77|44.81|44.83|44.84|44.85|44.86|44.87|44.88|44.91|44.93|44.94|44.97|44.99|45.01|45.06|45.07|45.1|45.12|45.13|45.15|45.2|45.25|45.26|45.29|45.31|45.42|45.45|45.47|45.54|45.55|45.56|45.57|45.59|45.6|45.62|45.63|45.64|45.67|45.7|45.72|45.77|45.78|45.79|45.81|45.82|45.83|45.87|45.88|45.89|45.93|45.95|46.01|46.03|46.1|46.14|46.16|46.27|46.31|46.35|46.36|46.38|46.41|46.43|46.45|46.47|46.53|46.55|46.56|46.57|46.61|46.69|46.7|46.73|46.74|46.77|46.8|46.83|46.84|46.9|46.92|46.93|46.97|47.03|47.05|47.12|47.13|47.16|47.17|47.21|47.24|47.25|47.33|47.4|47.47|47.49|47.5|47.51|47.62|47.66|47.67|47.68|47.71|47.75|47.77|47.84|47.91|47.95|47.97|48.07|48.09|48.11|48.12|48.16|48.2|48.21|48.26|48.3|48.43|48.46|48.52|48.56|48.57|48.61|48.73|48.75|48.79|48.86,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.cooling_setpoint,string,F,Baseline cooling setpoint with no offset applied,60F|62F|65F|67F|68F|70F|72F|75F|76F|78F|80F,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.lighting,string,n/a,Fraction of lighting types,100% CFL|100% Incandescent|100% LED,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.solar_hot_water,string,n/a,"Presence, size, and location of solar hot water system",None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_building_type_acs,string,n/a,American Community Survey building type,10 to 19 Unit|2 Unit|20 to 49 Unit|3 or 4 Unit|5 to 9 Unit|50 or more Unit|Mobile Home|Single-Family Attached|Single-Family Detached,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_pool_pump,string,n/a,Presence and size of pool pump,1.0 HP Pump|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_gas_lighting,string,n/a,Presence of exterior gas lighting,Gas Lighting|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.aiannh_area,boolean,n/a,The sample is or is not located in census-deisgnated American Indian/Alaska Native/Native Hawaiian Area,No|Yes,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_garage,string,n/a,Size of garage,1 Car|2 Car|3 Car|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.size_water_heater_gal,float,gal,Size of water heater,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_stories_low_rise,string,n/a,Number of building stories for low rise building in which dwelling unit is located,1|2|3|4+,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.rim_joist_area_above_grade_exterior_ft_2,float,sqft,Exterior area of rim joist that is above grade,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_building_number_units_sfa,string,n/a,Number of units in the single-family attached building in which dwelling unit is located,10|12|144|15|16|20|24|30|36|5|50|6|60|7|8|90|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_secondary_heating_partial_space_conditioning,string,n/a,Fraction of heat load served by secondary heating system (not modeled in 2024.2 baseline dataset),None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.simulation_control_run_period_begin_day_of_month,integer,n/a,The starting day of the starting month for the annual run period,1,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
