metadata_column	enumeration	enumeration_description
in.weather_file_longitude	-89.52	Weather station longitude from weather file used for the building energy simulation is -89.52W
in.weather_file_longitude	-89.47	Weather station longitude from weather file used for the building energy simulation is -89.47W
in.weather_file_longitude	-89.4	Weather station longitude from weather file used for the building energy simulation is -89.4W
in.weather_file_longitude	-89.35	Weather station longitude from weather file used for the building energy simulation is -89.35W
in.weather_file_longitude	-89.34	Weather station longitude from weather file used for the building energy simulation is -89.34W
in.weather_file_longitude	-89.27	Weather station longitude from weather file used for the building energy simulation is -89.27W
in.weather_file_longitude	-89.25	Weather station longitude from weather file used for the building energy simulation is -89.25W
in.weather_file_longitude	-89.1	Weather station longitude from weather file used for the building energy simulation is -89.1W
in.weather_file_longitude	-89.09	Weather station longitude from weather file used for the building energy simulation is -89.09W
in.weather_file_longitude	-89.07	Weather station longitude from weather file used for the building energy simulation is -89.07W
in.weather_file_longitude	-89.04	Weather station longitude from weather file used for the building energy simulation is -89.04W
in.weather_file_longitude	-89	Weather station longitude from weather file used for the building energy simulation is -89W
in.weather_file_longitude	-88.95	Weather station longitude from weather file used for the building energy simulation is -88.95W
in.weather_file_longitude	-88.92	Weather station longitude from weather file used for the building energy simulation is -88.92W
in.weather_file_longitude	-88.87	Weather station longitude from weather file used for the building energy simulation is -88.87W
in.weather_file_longitude	-88.86	Weather station longitude from weather file used for the building energy simulation is -88.86W
in.weather_file_longitude	-88.77	Weather station longitude from weather file used for the building energy simulation is -88.77W
in.weather_file_longitude	-88.75	Weather station longitude from weather file used for the building energy simulation is -88.75W
in.weather_file_longitude	-88.73	Weather station longitude from weather file used for the building energy simulation is -88.73W
in.weather_file_longitude	-88.72	Weather station longitude from weather file used for the building energy simulation is -88.72W
in.weather_file_longitude	-88.7	Weather station longitude from weather file used for the building energy simulation is -88.7W
in.weather_file_longitude	-88.68	Weather station longitude from weather file used for the building energy simulation is -88.68W
in.weather_file_longitude	-88.57	Weather station longitude from weather file used for the building energy simulation is -88.57W
in.weather_file_longitude	-88.56	Weather station longitude from weather file used for the building energy simulation is -88.56W
in.weather_file_longitude	-88.53	Weather station longitude from weather file used for the building energy simulation is -88.53W
in.weather_file_longitude	-88.52	Weather station longitude from weather file used for the building energy simulation is -88.52W
in.weather_file_longitude	-88.51	Weather station longitude from weather file used for the building energy simulation is -88.51W
in.weather_file_longitude	-88.49	Weather station longitude from weather file used for the building energy simulation is -88.49W
in.weather_file_longitude	-88.48	Weather station longitude from weather file used for the building energy simulation is -88.48W
in.weather_file_longitude	-88.44	Weather station longitude from weather file used for the building energy simulation is -88.44W
in.weather_file_longitude	-88.28	Weather station longitude from weather file used for the building energy simulation is -88.28W
in.weather_file_longitude	-88.25	Weather station longitude from weather file used for the building energy simulation is -88.25W
in.weather_file_longitude	-88.23	Weather station longitude from weather file used for the building energy simulation is -88.23W
in.weather_file_longitude	-88.17	Weather station longitude from weather file used for the building energy simulation is -88.17W
in.weather_file_longitude	-88.12	Weather station longitude from weather file used for the building energy simulation is -88.12W
in.weather_file_longitude	-88.11	Weather station longitude from weather file used for the building energy simulation is -88.11W
in.weather_file_longitude	-88.08	Weather station longitude from weather file used for the building energy simulation is -88.08W
in.weather_file_longitude	-88.07	Weather station longitude from weather file used for the building energy simulation is -88.07W
in.weather_file_longitude	-87.94	Weather station longitude from weather file used for the building energy simulation is -87.94W
in.weather_file_longitude	-87.9	Weather station longitude from weather file used for the building energy simulation is -87.9W
in.weather_file_longitude	-87.88	Weather station longitude from weather file used for the building energy simulation is -87.88W
in.weather_file_longitude	-87.87	Weather station longitude from weather file used for the building energy simulation is -87.87W
in.weather_file_longitude	-87.85	Weather station longitude from weather file used for the building energy simulation is -87.85W
in.weather_file_longitude	-87.81	Weather station longitude from weather file used for the building energy simulation is -87.81W
in.weather_file_longitude	-87.75	Weather station longitude from weather file used for the building energy simulation is -87.75W
in.weather_file_longitude	-87.68	Weather station longitude from weather file used for the building energy simulation is -87.68W
in.weather_file_longitude	-87.67	Weather station longitude from weather file used for the building energy simulation is -87.67W
in.weather_file_longitude	-87.64	Weather station longitude from weather file used for the building energy simulation is -87.64W
in.weather_file_longitude	-87.62	Weather station longitude from weather file used for the building energy simulation is -87.62W
in.weather_file_longitude	-87.61	Weather station longitude from weather file used for the building energy simulation is -87.61W
in.weather_file_longitude	-87.54	Weather station longitude from weather file used for the building energy simulation is -87.54W
in.weather_file_longitude	-87.5	Weather station longitude from weather file used for the building energy simulation is -87.5W
in.weather_file_longitude	-87.42	Weather station longitude from weather file used for the building energy simulation is -87.42W
in.weather_file_longitude	-87.38	Weather station longitude from weather file used for the building energy simulation is -87.38W
in.weather_file_longitude	-87.3	Weather station longitude from weather file used for the building energy simulation is -87.3W
in.weather_file_longitude	-87.25	Weather station longitude from weather file used for the building energy simulation is -87.25W
in.weather_file_longitude	-87.19	Weather station longitude from weather file used for the building energy simulation is -87.19W
in.weather_file_longitude	-87.09	Weather station longitude from weather file used for the building energy simulation is -87.09W
in.weather_file_longitude	-87.04	Weather station longitude from weather file used for the building energy simulation is -87.04W
in.weather_file_longitude	-87.02	Weather station longitude from weather file used for the building energy simulation is -87.02W
in.weather_file_longitude	-87.01	Weather station longitude from weather file used for the building energy simulation is -87.01W
in.weather_file_longitude	-86.95	Weather station longitude from weather file used for the building energy simulation is -86.95W
in.weather_file_longitude	-86.94	Weather station longitude from weather file used for the building energy simulation is -86.94W
in.weather_file_longitude	-86.79	Weather station longitude from weather file used for the building energy simulation is -86.79W
in.weather_file_longitude	-86.78	Weather station longitude from weather file used for the building energy simulation is -86.78W
in.weather_file_longitude	-86.75	Weather station longitude from weather file used for the building energy simulation is -86.75W
in.weather_file_longitude	-86.69	Weather station longitude from weather file used for the building energy simulation is -86.69W
in.weather_file_longitude	-86.62	Weather station longitude from weather file used for the building energy simulation is -86.62W
in.weather_file_longitude	-86.52	Weather station longitude from weather file used for the building energy simulation is -86.52W
in.weather_file_longitude	-86.47	Weather station longitude from weather file used for the building energy simulation is -86.47W
in.weather_file_longitude	-86.44	Weather station longitude from weather file used for the building energy simulation is -86.44W
in.weather_file_longitude	-86.42	Weather station longitude from weather file used for the building energy simulation is -86.42W
in.weather_file_longitude	-86.4	Weather station longitude from weather file used for the building energy simulation is -86.4W
in.weather_file_longitude	-86.39	Weather station longitude from weather file used for the building energy simulation is -86.39W
in.weather_file_longitude	-86.36	Weather station longitude from weather file used for the building energy simulation is -86.36W
in.weather_file_longitude	-86.33	Weather station longitude from weather file used for the building energy simulation is -86.33W
in.weather_file_longitude	-86.3	Weather station longitude from weather file used for the building energy simulation is -86.3W
in.weather_file_longitude	-86.27	Weather station longitude from weather file used for the building energy simulation is -86.27W
in.weather_file_longitude	-86.24	Weather station longitude from weather file used for the building energy simulation is -86.24W
in.weather_file_longitude	-86.23	Weather station longitude from weather file used for the building energy simulation is -86.23W
in.weather_file_longitude	-86.15	Weather station longitude from weather file used for the building energy simulation is -86.15W
in.weather_file_longitude	-86.1	Weather station longitude from weather file used for the building energy simulation is -86.1W
in.weather_file_longitude	-86.08	Weather station longitude from weather file used for the building energy simulation is -86.08W
in.weather_file_longitude	-85.97	Weather station longitude from weather file used for the building energy simulation is -85.97W
in.weather_file_longitude	-85.86	Weather station longitude from weather file used for the building energy simulation is -85.86W
in.weather_file_longitude	-85.8	Weather station longitude from weather file used for the building energy simulation is -85.8W
in.weather_file_longitude	-85.73	Weather station longitude from weather file used for the building energy simulation is -85.73W
in.weather_file_longitude	-85.71	Weather station longitude from weather file used for the building energy simulation is -85.71W
in.weather_file_longitude	-85.68	Weather station longitude from weather file used for the building energy simulation is -85.68W
in.weather_file_longitude	-85.66	Weather station longitude from weather file used for the building energy simulation is -85.66W
in.weather_file_longitude	-85.58	Weather station longitude from weather file used for the building energy simulation is -85.58W
in.weather_file_longitude	-85.55	Weather station longitude from weather file used for the building energy simulation is -85.55W
in.weather_file_longitude	-85.52	Weather station longitude from weather file used for the building energy simulation is -85.52W
in.weather_file_longitude	-85.5	Weather station longitude from weather file used for the building energy simulation is -85.5W
in.weather_file_longitude	-85.45	Weather station longitude from weather file used for the building energy simulation is -85.45W
in.weather_file_longitude	-85.44	Weather station longitude from weather file used for the building energy simulation is -85.44W
in.weather_file_longitude	-85.42	Weather station longitude from weather file used for the building energy simulation is -85.42W
in.weather_file_longitude	-85.39	Weather station longitude from weather file used for the building energy simulation is -85.39W
in.weather_file_longitude	-85.27	Weather station longitude from weather file used for the building energy simulation is -85.27W
in.weather_file_longitude	-85.25	Weather station longitude from weather file used for the building energy simulation is -85.25W
in.weather_file_longitude	-85.21	Weather station longitude from weather file used for the building energy simulation is -85.21W
in.weather_file_longitude	-85.2	Weather station longitude from weather file used for the building energy simulation is -85.2W
in.weather_file_longitude	-85.19	Weather station longitude from weather file used for the building energy simulation is -85.19W
in.weather_file_longitude	-85.18	Weather station longitude from weather file used for the building energy simulation is -85.18W
in.weather_file_longitude	-85.16	Weather station longitude from weather file used for the building energy simulation is -85.16W
in.weather_file_longitude	-85.09	Weather station longitude from weather file used for the building energy simulation is -85.09W
in.weather_file_longitude	-85.05	Weather station longitude from weather file used for the building energy simulation is -85.05W
in.weather_file_longitude	-85.03	Weather station longitude from weather file used for the building energy simulation is -85.03W
in.weather_file_longitude	-85	Weather station longitude from weather file used for the building energy simulation is -85W
in.weather_file_longitude	-84.94	Weather station longitude from weather file used for the building energy simulation is -84.94W
in.weather_file_longitude	-84.9	Weather station longitude from weather file used for the building energy simulation is -84.9W
in.weather_file_longitude	-84.87	Weather station longitude from weather file used for the building energy simulation is -84.87W
in.weather_file_longitude	-84.85	Weather station longitude from weather file used for the building energy simulation is -84.85W
in.weather_file_longitude	-84.8	Weather station longitude from weather file used for the building energy simulation is -84.8W
in.weather_file_longitude	-84.77	Weather station longitude from weather file used for the building energy simulation is -84.77W
in.weather_file_longitude	-84.73	Weather station longitude from weather file used for the building energy simulation is -84.73W
in.weather_file_longitude	-84.7	Weather station longitude from weather file used for the building energy simulation is -84.7W
in.weather_file_longitude	-84.69	Weather station longitude from weather file used for the building energy simulation is -84.69W
in.weather_file_longitude	-84.67	Weather station longitude from weather file used for the building energy simulation is -84.67W
in.weather_file_longitude	-84.64	Weather station longitude from weather file used for the building energy simulation is -84.64W
in.weather_file_longitude	-84.61	Weather station longitude from weather file used for the building energy simulation is -84.61W
in.weather_file_longitude	-84.6	Weather station longitude from weather file used for the building energy simulation is -84.6W
in.weather_file_longitude	-84.58	Weather station longitude from weather file used for the building energy simulation is -84.58W
in.weather_file_longitude	-84.57	Weather station longitude from weather file used for the building energy simulation is -84.57W
in.weather_file_longitude	-84.53	Weather station longitude from weather file used for the building energy simulation is -84.53W
in.weather_file_longitude	-84.52	Weather station longitude from weather file used for the building energy simulation is -84.52W
in.weather_file_longitude	-84.46	Weather station longitude from weather file used for the building energy simulation is -84.46W
in.weather_file_longitude	-84.43	Weather station longitude from weather file used for the building energy simulation is -84.43W
in.weather_file_longitude	-84.42	Weather station longitude from weather file used for the building energy simulation is -84.42W
in.weather_file_longitude	-84.37	Weather station longitude from weather file used for the building energy simulation is -84.37W
in.weather_file_longitude	-84.35	Weather station longitude from weather file used for the building energy simulation is -84.35W
in.weather_file_longitude	-84.3	Weather station longitude from weather file used for the building energy simulation is -84.3W
in.weather_file_longitude	-84.23	Weather station longitude from weather file used for the building energy simulation is -84.23W
in.weather_file_longitude	-84.22	Weather station longitude from weather file used for the building energy simulation is -84.22W
in.weather_file_longitude	-84.19	Weather station longitude from weather file used for the building energy simulation is -84.19W
in.weather_file_longitude	-84.08	Weather station longitude from weather file used for the building energy simulation is -84.08W
in.weather_file_longitude	-84.05	Weather station longitude from weather file used for the building energy simulation is -84.05W
in.weather_file_longitude	-84.03	Weather station longitude from weather file used for the building energy simulation is -84.03W
in.weather_file_longitude	-83.99	Weather station longitude from weather file used for the building energy simulation is -83.99W
in.weather_file_longitude	-83.98	Weather station longitude from weather file used for the building energy simulation is -83.98W
in.weather_file_longitude	-83.83	Weather station longitude from weather file used for the building energy simulation is -83.83W
in.weather_file_longitude	-83.82	Weather station longitude from weather file used for the building energy simulation is -83.82W
in.weather_file_longitude	-83.8	Weather station longitude from weather file used for the building energy simulation is -83.8W
in.weather_file_longitude	-83.75	Weather station longitude from weather file used for the building energy simulation is -83.75W
in.weather_file_longitude	-83.67	Weather station longitude from weather file used for the building energy simulation is -83.67W
in.weather_file_longitude	-83.65	Weather station longitude from weather file used for the building energy simulation is -83.65W
in.weather_file_longitude	-83.6	Weather station longitude from weather file used for the building energy simulation is -83.6W
in.weather_file_longitude	-83.58	Weather station longitude from weather file used for the building energy simulation is -83.58W
in.weather_file_longitude	-83.57	Weather station longitude from weather file used for the building energy simulation is -83.57W
in.weather_file_longitude	-83.48	Weather station longitude from weather file used for the building energy simulation is -83.48W
in.weather_file_longitude	-83.43	Weather station longitude from weather file used for the building energy simulation is -83.43W
in.weather_file_longitude	-83.42	Weather station longitude from weather file used for the building energy simulation is -83.42W
in.weather_file_longitude	-83.37	Weather station longitude from weather file used for the building energy simulation is -83.37W
in.weather_file_longitude	-83.35	Weather station longitude from weather file used for the building energy simulation is -83.35W
in.weather_file_longitude	-83.33	Weather station longitude from weather file used for the building energy simulation is -83.33W
in.weather_file_longitude	-83.31	Weather station longitude from weather file used for the building energy simulation is -83.31W
in.weather_file_longitude	-83.28	Weather station longitude from weather file used for the building energy simulation is -83.28W
in.weather_file_longitude	-83.19	Weather station longitude from weather file used for the building energy simulation is -83.19W
in.weather_file_longitude	-83.11	Weather station longitude from weather file used for the building energy simulation is -83.11W
in.weather_file_longitude	-83.08	Weather station longitude from weather file used for the building energy simulation is -83.08W
in.weather_file_longitude	-83.06	Weather station longitude from weather file used for the building energy simulation is -83.06W
in.weather_file_longitude	-82.98	Weather station longitude from weather file used for the building energy simulation is -82.98W
in.weather_file_longitude	-82.92	Weather station longitude from weather file used for the building energy simulation is -82.92W
in.weather_file_longitude	-82.89	Weather station longitude from weather file used for the building energy simulation is -82.89W
in.weather_file_longitude	-82.88	Weather station longitude from weather file used for the building energy simulation is -82.88W
in.weather_file_longitude	-82.83	Weather station longitude from weather file used for the building energy simulation is -82.83W
in.weather_file_longitude	-82.71	Weather station longitude from weather file used for the building energy simulation is -82.71W
in.weather_file_longitude	-82.69	Weather station longitude from weather file used for the building energy simulation is -82.69W
in.weather_file_longitude	-82.66	Weather station longitude from weather file used for the building energy simulation is -82.66W
in.weather_file_longitude	-82.56	Weather station longitude from weather file used for the building energy simulation is -82.56W
in.weather_file_longitude	-82.54	Weather station longitude from weather file used for the building energy simulation is -82.54W
in.weather_file_longitude	-82.52	Weather station longitude from weather file used for the building energy simulation is -82.52W
in.weather_file_longitude	-82.51	Weather station longitude from weather file used for the building energy simulation is -82.51W
in.weather_file_longitude	-82.45	Weather station longitude from weather file used for the building energy simulation is -82.45W
in.weather_file_longitude	-82.4	Weather station longitude from weather file used for the building energy simulation is -82.4W
in.weather_file_longitude	-82.27	Weather station longitude from weather file used for the building energy simulation is -82.27W
in.weather_file_longitude	-82.22	Weather station longitude from weather file used for the building energy simulation is -82.22W
in.weather_file_longitude	-82.18	Weather station longitude from weather file used for the building energy simulation is -82.18W
in.weather_file_longitude	-82.16	Weather station longitude from weather file used for the building energy simulation is -82.16W
in.weather_file_longitude	-82.04	Weather station longitude from weather file used for the building energy simulation is -82.04W
in.weather_file_longitude	-82.03	Weather station longitude from weather file used for the building energy simulation is -82.03W
in.weather_file_longitude	-81.99	Weather station longitude from weather file used for the building energy simulation is -81.99W
in.weather_file_longitude	-81.97	Weather station longitude from weather file used for the building energy simulation is -81.97W
in.weather_file_longitude	-81.93	Weather station longitude from weather file used for the building energy simulation is -81.93W
in.weather_file_longitude	-81.89	Weather station longitude from weather file used for the building energy simulation is -81.89W
in.weather_file_longitude	-81.87	Weather station longitude from weather file used for the building energy simulation is -81.87W
in.weather_file_longitude	-81.86	Weather station longitude from weather file used for the building energy simulation is -81.86W
in.weather_file_longitude	-81.85	Weather station longitude from weather file used for the building energy simulation is -81.85W
in.weather_file_longitude	-81.81	Weather station longitude from weather file used for the building energy simulation is -81.81W
in.weather_file_longitude	-81.78	Weather station longitude from weather file used for the building energy simulation is -81.78W
in.weather_file_longitude	-81.76	Weather station longitude from weather file used for the building energy simulation is -81.76W
in.weather_file_longitude	-81.69	Weather station longitude from weather file used for the building energy simulation is -81.69W
in.weather_file_longitude	-81.68	Weather station longitude from weather file used for the building energy simulation is -81.68W
in.weather_file_longitude	-81.59	Weather station longitude from weather file used for the building energy simulation is -81.59W
in.weather_file_longitude	-81.45	Weather station longitude from weather file used for the building energy simulation is -81.45W
in.weather_file_longitude	-81.44	Weather station longitude from weather file used for the building energy simulation is -81.44W
in.weather_file_longitude	-81.42	Weather station longitude from weather file used for the building energy simulation is -81.42W
in.weather_file_longitude	-81.39	Weather station longitude from weather file used for the building energy simulation is -81.39W
in.weather_file_longitude	-81.34	Weather station longitude from weather file used for the building energy simulation is -81.34W
in.weather_file_longitude	-81.33	Weather station longitude from weather file used for the building energy simulation is -81.33W
in.weather_file_longitude	-81.27	Weather station longitude from weather file used for the building energy simulation is -81.27W
in.weather_file_longitude	-81.24	Weather station longitude from weather file used for the building energy simulation is -81.24W
in.weather_file_longitude	-81.21	Weather station longitude from weather file used for the building energy simulation is -81.21W
in.weather_file_longitude	-81.2	Weather station longitude from weather file used for the building energy simulation is -81.2W
in.weather_file_longitude	-81.16	Weather station longitude from weather file used for the building energy simulation is -81.16W
in.weather_file_longitude	-81.15	Weather station longitude from weather file used for the building energy simulation is -81.15W
in.weather_file_longitude	-81.13	Weather station longitude from weather file used for the building energy simulation is -81.13W
in.weather_file_longitude	-81.12	Weather station longitude from weather file used for the building energy simulation is -81.12W
in.weather_file_longitude	-81.06	Weather station longitude from weather file used for the building energy simulation is -81.06W
in.weather_file_longitude	-81.05	Weather station longitude from weather file used for the building energy simulation is -81.05W
in.weather_file_longitude	-81	Weather station longitude from weather file used for the building energy simulation is -81W
in.weather_file_longitude	-80.94	Weather station longitude from weather file used for the building energy simulation is -80.94W
in.weather_file_longitude	-80.86	Weather station longitude from weather file used for the building energy simulation is -80.86W
in.weather_file_longitude	-80.82	Weather station longitude from weather file used for the building energy simulation is -80.82W
in.weather_file_longitude	-80.72	Weather station longitude from weather file used for the building energy simulation is -80.72W
in.weather_file_longitude	-80.7	Weather station longitude from weather file used for the building energy simulation is -80.7W
in.weather_file_longitude	-80.67	Weather station longitude from weather file used for the building energy simulation is -80.67W
in.weather_file_longitude	-80.65	Weather station longitude from weather file used for the building energy simulation is -80.65W
in.weather_file_longitude	-80.62	Weather station longitude from weather file used for the building energy simulation is -80.62W
in.weather_file_longitude	-80.48	Weather station longitude from weather file used for the building energy simulation is -80.48W
in.weather_file_longitude	-80.42	Weather station longitude from weather file used for the building energy simulation is -80.42W
in.weather_file_longitude	-80.4	Weather station longitude from weather file used for the building energy simulation is -80.4W
in.weather_file_longitude	-80.38	Weather station longitude from weather file used for the building energy simulation is -80.38W
in.weather_file_longitude	-80.3	Weather station longitude from weather file used for the building energy simulation is -80.3W
in.weather_file_longitude	-80.28	Weather station longitude from weather file used for the building energy simulation is -80.28W
in.weather_file_longitude	-80.23	Weather station longitude from weather file used for the building energy simulation is -80.23W
in.weather_file_longitude	-80.22	Weather station longitude from weather file used for the building energy simulation is -80.22W
in.weather_file_longitude	-80.18	Weather station longitude from weather file used for the building energy simulation is -80.18W
in.weather_file_longitude	-80.17	Weather station longitude from weather file used for the building energy simulation is -80.17W
in.weather_file_longitude	-80.1	Weather station longitude from weather file used for the building energy simulation is -80.1W
in.weather_file_longitude	-80.04	Weather station longitude from weather file used for the building energy simulation is -80.04W
in.weather_file_longitude	-80.02	Weather station longitude from weather file used for the building energy simulation is -80.02W
in.weather_file_longitude	-79.97	Weather station longitude from weather file used for the building energy simulation is -79.97W
in.weather_file_longitude	-79.94	Weather station longitude from weather file used for the building energy simulation is -79.94W
in.weather_file_longitude	-79.92	Weather station longitude from weather file used for the building energy simulation is -79.92W
in.weather_file_longitude	-79.88	Weather station longitude from weather file used for the building energy simulation is -79.88W
in.weather_file_longitude	-79.85	Weather station longitude from weather file used for the building energy simulation is -79.85W
in.weather_file_longitude	-79.83	Weather station longitude from weather file used for the building energy simulation is -79.83W
in.weather_file_longitude	-79.73	Weather station longitude from weather file used for the building energy simulation is -79.73W
in.weather_file_longitude	-79.48	Weather station longitude from weather file used for the building energy simulation is -79.48W
in.weather_file_longitude	-79.38	Weather station longitude from weather file used for the building energy simulation is -79.38W
in.weather_file_longitude	-79.37	Weather station longitude from weather file used for the building energy simulation is -79.37W
in.weather_file_longitude	-79.35	Weather station longitude from weather file used for the building energy simulation is -79.35W
in.weather_file_longitude	-79.34	Weather station longitude from weather file used for the building energy simulation is -79.34W
in.weather_file_longitude	-79.21	Weather station longitude from weather file used for the building energy simulation is -79.21W
in.weather_file_longitude	-79.1	Weather station longitude from weather file used for the building energy simulation is -79.1W
in.weather_file_longitude	-79.03	Weather station longitude from weather file used for the building energy simulation is -79.03W
in.weather_file_longitude	-78.95	Weather station longitude from weather file used for the building energy simulation is -78.95W
in.weather_file_longitude	-78.94	Weather station longitude from weather file used for the building energy simulation is -78.94W
in.weather_file_longitude	-78.92	Weather station longitude from weather file used for the building energy simulation is -78.92W
in.weather_file_longitude	-78.9	Weather station longitude from weather file used for the building energy simulation is -78.9W
in.weather_file_longitude	-78.88	Weather station longitude from weather file used for the building energy simulation is -78.88W
in.weather_file_longitude	-78.83	Weather station longitude from weather file used for the building energy simulation is -78.83W
in.weather_file_longitude	-78.79	Weather station longitude from weather file used for the building energy simulation is -78.79W
in.weather_file_longitude	-78.74	Weather station longitude from weather file used for the building energy simulation is -78.74W
in.weather_file_longitude	-78.73	Weather station longitude from weather file used for the building energy simulation is -78.73W
in.weather_file_longitude	-78.64	Weather station longitude from weather file used for the building energy simulation is -78.64W
in.weather_file_longitude	-78.45	Weather station longitude from weather file used for the building energy simulation is -78.45W
in.weather_file_longitude	-78.43	Weather station longitude from weather file used for the building energy simulation is -78.43W
in.weather_file_longitude	-78.41	Weather station longitude from weather file used for the building energy simulation is -78.41W
in.weather_file_longitude	-78.32	Weather station longitude from weather file used for the building energy simulation is -78.32W
in.weather_file_longitude	-78.13	Weather station longitude from weather file used for the building energy simulation is -78.13W
in.weather_file_longitude	-78.05	Weather station longitude from weather file used for the building energy simulation is -78.05W
in.weather_file_longitude	-77.99	Weather station longitude from weather file used for the building energy simulation is -77.99W
in.weather_file_longitude	-77.98	Weather station longitude from weather file used for the building energy simulation is -77.98W
in.weather_file_longitude	-77.97	Weather station longitude from weather file used for the building energy simulation is -77.97W
in.weather_file_longitude	-77.96	Weather station longitude from weather file used for the building energy simulation is -77.96W
in.weather_file_longitude	-77.9	Weather station longitude from weather file used for the building energy simulation is -77.9W
in.weather_file_longitude	-77.89	Weather station longitude from weather file used for the building energy simulation is -77.89W
in.weather_file_longitude	-77.85	Weather station longitude from weather file used for the building energy simulation is -77.85W
in.weather_file_longitude	-77.84	Weather station longitude from weather file used for the building energy simulation is -77.84W
in.weather_file_longitude	-77.73	Weather station longitude from weather file used for the building energy simulation is -77.73W
in.weather_file_longitude	-77.71	Weather station longitude from weather file used for the building energy simulation is -77.71W
in.weather_file_longitude	-77.68	Weather station longitude from weather file used for the building energy simulation is -77.68W
in.weather_file_longitude	-77.61	Weather station longitude from weather file used for the building energy simulation is -77.61W
in.weather_file_longitude	-77.58	Weather station longitude from weather file used for the building energy simulation is -77.58W
in.weather_file_longitude	-77.55	Weather station longitude from weather file used for the building energy simulation is -77.55W
in.weather_file_longitude	-77.5	Weather station longitude from weather file used for the building energy simulation is -77.5W
in.weather_file_longitude	-77.44	Weather station longitude from weather file used for the building energy simulation is -77.44W
in.weather_file_longitude	-77.43	Weather station longitude from weather file used for the building energy simulation is -77.43W
in.weather_file_longitude	-77.38	Weather station longitude from weather file used for the building energy simulation is -77.38W
in.weather_file_longitude	-77.32	Weather station longitude from weather file used for the building energy simulation is -77.32W
in.weather_file_longitude	-77.3	Weather station longitude from weather file used for the building energy simulation is -77.3W
in.weather_file_longitude	-77.06	Weather station longitude from weather file used for the building energy simulation is -77.06W
in.weather_file_longitude	-77.05	Weather station longitude from weather file used for the building energy simulation is -77.05W
in.weather_file_longitude	-77.03	Weather station longitude from weather file used for the building energy simulation is -77.03W
in.weather_file_longitude	-77.01	Weather station longitude from weather file used for the building energy simulation is -77.01W
in.weather_file_longitude	-76.92	Weather station longitude from weather file used for the building energy simulation is -76.92W
in.weather_file_longitude	-76.9	Weather station longitude from weather file used for the building energy simulation is -76.9W
in.weather_file_longitude	-76.89	Weather station longitude from weather file used for the building energy simulation is -76.89W
in.weather_file_longitude	-76.88	Weather station longitude from weather file used for the building energy simulation is -76.88W
in.weather_file_longitude	-76.87	Weather station longitude from weather file used for the building energy simulation is -76.87W
in.weather_file_longitude	-76.85	Weather station longitude from weather file used for the building energy simulation is -76.85W
in.weather_file_longitude	-76.76	Weather station longitude from weather file used for the building energy simulation is -76.76W
in.weather_file_longitude	-76.68	Weather station longitude from weather file used for the building energy simulation is -76.68W
in.weather_file_longitude	-76.66	Weather station longitude from weather file used for the building energy simulation is -76.66W
in.weather_file_longitude	-76.6	Weather station longitude from weather file used for the building energy simulation is -76.6W
in.weather_file_longitude	-76.57	Weather station longitude from weather file used for the building energy simulation is -76.57W
in.weather_file_longitude	-76.49	Weather station longitude from weather file used for the building energy simulation is -76.49W
in.weather_file_longitude	-76.43	Weather station longitude from weather file used for the building energy simulation is -76.43W
in.weather_file_longitude	-76.4	Weather station longitude from weather file used for the building energy simulation is -76.4W
in.weather_file_longitude	-76.39	Weather station longitude from weather file used for the building energy simulation is -76.39W
in.weather_file_longitude	-76.35	Weather station longitude from weather file used for the building energy simulation is -76.35W
in.weather_file_longitude	-76.29	Weather station longitude from weather file used for the building energy simulation is -76.29W
in.weather_file_longitude	-76.28	Weather station longitude from weather file used for the building energy simulation is -76.28W
in.weather_file_longitude	-76.19	Weather station longitude from weather file used for the building energy simulation is -76.19W
in.weather_file_longitude	-76.18	Weather station longitude from weather file used for the building energy simulation is -76.18W
in.weather_file_longitude	-76.1	Weather station longitude from weather file used for the building energy simulation is -76.1W
in.weather_file_longitude	-76.02	Weather station longitude from weather file used for the building energy simulation is -76.02W
in.weather_file_longitude	-75.98	Weather station longitude from weather file used for the building energy simulation is -75.98W
in.weather_file_longitude	-75.96	Weather station longitude from weather file used for the building energy simulation is -75.96W
in.weather_file_longitude	-75.75	Weather station longitude from weather file used for the building energy simulation is -75.75W
in.weather_file_longitude	-75.73	Weather station longitude from weather file used for the building energy simulation is -75.73W
in.weather_file_longitude	-75.72	Weather station longitude from weather file used for the building energy simulation is -75.72W
in.weather_file_longitude	-75.7	Weather station longitude from weather file used for the building energy simulation is -75.7W
in.weather_file_longitude	-75.6	Weather station longitude from weather file used for the building energy simulation is -75.6W
in.weather_file_longitude	-75.56	Weather station longitude from weather file used for the building energy simulation is -75.56W
in.weather_file_longitude	-75.55	Weather station longitude from weather file used for the building energy simulation is -75.55W
in.weather_file_longitude	-75.51	Weather station longitude from weather file used for the building energy simulation is -75.51W
in.weather_file_longitude	-75.5	Weather station longitude from weather file used for the building energy simulation is -75.5W
in.weather_file_longitude	-75.47	Weather station longitude from weather file used for the building energy simulation is -75.47W
in.weather_file_longitude	-75.45	Weather station longitude from weather file used for the building energy simulation is -75.45W
in.weather_file_longitude	-75.41	Weather station longitude from weather file used for the building energy simulation is -75.41W
in.weather_file_longitude	-75.38	Weather station longitude from weather file used for the building energy simulation is -75.38W
in.weather_file_longitude	-75.36	Weather station longitude from weather file used for the building energy simulation is -75.36W
